1.521244049072265625e-01,2.674282073974609375e+00,2.400520324707031250e+00,3.187789916992187500e+00
4.753112792968750000e-02,1.658069610595703125e+00,1.500663757324218750e+00,2.316993713378906250e+00
6.547527313232421875e-01,1.227523803710937500e+00,1.502399444580078125e+00,2.377731323242187500e+00
3.717746734619140625e-01,2.001384735107421875e+00,2.946765899658203125e+00,3.017482757568359375e+00
6.523399353027343750e-01,1.791187286376953125e+00,2.704521179199218750e+00,3.824676513671875000e+00
5.216407775878906250e-01,2.302467346191406250e+00,2.377079010009765625e+00,4.608375549316406250e+00
4.688730239868164062e-01,1.264156341552734375e+00,1.343292236328125000e+00,2.720169067382812500e+00
3.090801239013671875e-01,8.027954101562500000e-01,3.658065795898437500e-01,3.073966979980468750e+00
2.622308731079101562e-01,5.928115844726562500e-01,9.603996276855468750e-01,2.176845550537109375e+00
3.829956054687500000e-02,5.180492401123046875e-01,1.121292114257812500e-01,4.271583557128906250e-01
3.442287445068359375e-03,9.885330200195312500e-01,1.078060150146484375e+00,1.453657150268554688e+00
1.657185554504394531e-01,7.847175598144531250e-01,8.890037536621093750e-01,5.797767639160156250e-01
1.795463562011718750e-01,6.592445373535156250e-01,8.874359130859375000e-01,3.246154785156250000e-01
2.850942611694335938e-01,3.688125610351562500e-01,1.304206848144531250e-01,3.533935546875000000e-02
3.866844177246093750e-01,1.928550720214843750e+00,1.932575225830078125e+00,8.973197937011718750e-01
